9955	8761
8152	3029
5247	115
5343	5522
298	6141
9203	2496
7498	793
5220	6518
5814	354
4317	6396
7948	5999
8503	8917
5375	5031
6744	2860
9542	1072
4996	324
2825	8545
2711	6855
6316	2138
2240	5141
5037	8584
1075	5486
8207	6556
5517	7261
8487	5142
1984	1854
7676	2662
5108	3981
4334	3691
9476	6449
6388	4101
1777	2727
6861	1353
3934	8180
4065	5808
9215	5394
3479	496
6490	3437
1767	7116
7461	4085
8400	4476
3862	9359
3643	8768
5324	7557
3548	4225
5806	8515
7614	9543
2809	7887
8846	3860
7939	7742
4686	2297
864	5711
369	2923
7944	2069
4208	3580
9189	291
7638	7184
8635	4434
4204	3923
4807	9509
8027	9194
5168	1832
2717	8511
8967	6700
8249	9960
4498	5481
9445	5594
2406	5014
1954	2154
1150	7061
7307	1145
4227	7619
5571	4884
6791	7601
3988	8505
9969	9441
1326	4372
9247	9352
6872	8205
5891	57
9444	7881
849	340
6002	7933
7872	8278
9888	1497
512	6864
4444	971
9601	8355
252	1335
6098	8709
8088	8958
2313	4308
7677	8774
5189	5471
9024	4650
2563	3018
1684	9968
1394	7010
1345	9114
8114	6268
7602	3631
104	4813
4486	627
4570	2255
2179	6318
2821	6572
5752	9961
7881	9759
6542	6236
6902	4454
1750	1997
1961	9987
8529	7975
5796	5774
5423	9235
8055	841
7206	7898
3413	9135
4932	8361
9325	274
2974	1345
4433	3936
2511	4892
235	5937
9074	7630
267	1393
9762	4011
2473	5539
7037	8889
4804	3641
9674	2423
3448	9693
5141	2986
1508	1120
7697	565
8874	4326
4141	6511
339	889
5582	1186
1559	8595
3387	8591
4470	7705
5658	8588
7271	6297
4869	9526
924	490
9547	6062
8289	2817
1500	6108
2651	3451
9165	7720
1491	5864
1607	6249
2733	7885
3090	5099
9763	6021
5863	4181
9365	18
55	2887
6637	2388
3067	642
5858	6278
898	6592
1628	4437
9712	8059
9557	3260
2045	9603
9015	9102
2925	4958
8340	4612
4424	9308
1864	7981
1720	824
5860	6035
7940	2720
8781	8446
7570	4192
1598	1496
5059	7781
9883	3806
2004	1890
5938	9092
4527	7250
4365	3072
9591	5120
7939	4633
6297	1602
284	9955
8743	7141
2222	1299
2737	1615
8519	7497
589	4460
6286	6910
5003	7258
8903	1867
3723	3756
3351	869
4820	1454
9796	742
1022	7869
3344	7060
4117	4561
2839	2706
6574	9068
2779	4373
8269	6713
2355	6888
2302	1282
9644	4519
4003	4534
4959	4112
3486	4431
4757	4914
8905	324
4564	1400
930	4142
1536	9380
6357	8681
117	2199
4233	9358
7439	688
5376	1379
3896	8493
696	3674
8841	7203
2178	681
7762	9055
2482	3743
2133	3733
7747	1279
9446	9785
5238	9205
8962	3639
9839	8304
7486	7453
2066	4973
98	7776
2280	8993
9593	7826
9738	7402
9120	7951
2970	8249
9065	5023
6658	1619
1716	9709
8639	6031
228	8895
7513	4472
9187	1311
6373	8743
7157	4230
6020	4898
7275	1052
32	5174
7353	4945
6820	7315
8456	6402
7945	1943
4935	9404
9563	9142
6580	8077
2501	9770
8681	9240
5313	4661
3648	554
236	7589
3336	2403
792	9332
1211	7707
4049	3112
8527	4391
7230	8384
4062	4164
605	8079
5404	4799
6156	5590
961	5515
7687	1356
2892	5419
7632	6189
7037	4888
6613	4386
1487	7425
6748	7227
3068	1900
7138	6265
4859	7587
2332	4387
7593	7197
5059	5300
2706	4289
8296	1903
2621	8728
7769	6464
5682	3490
1943	3711
1933	3383
3912	5935
6419	478
7882	5120
2340	4642
9393	1521
8479	8380
7861	8166
7565	5278
3855	3068
4474	5890
554	3485
8886	1177
7277	4476
1158	1953
1025	1470
2632	8373
7769	7979
9795	9766
7246	3704
7763	7702
4902	5549
2957	6113
2931	5055
4189	1763
5234	5024
2170	5932
5967	9629
4602	8213
2211	4525
6704	6380
5075	388
2715	876
3910	9650
61	4052
1892	1741
8341	2911
1167	9726
8935	7561
6769	1692
5957	7991
9105	2065
9047	3428
2883	8156
355	5768
7151	5060
4102	5336
2380	6015
8571	3946
968	3691
6599	120
1483	6090
5934	9555
5914	1332
7950	6896
4959	8006
7685	5536
3874	2444
7225	2030
8577	8338
1583	1715
5726	3949
4146	2426
3089	631
5086	3630
7322	753
6062	9069
9582	51
6263	5746
9294	7505
8038	2330
371	3208
7877	7088
6198	7887
5812	3108
5782	5729
9860	6034
358	9896
3953	4416
3569	9506
7486	7751
409	543
9503	7422
4803	8421
7569	4394
7984	1431
132	7573
2799	9873
1634	4851
5604	895
6595	9150
796	521
2119	3508
6826	7385
3027	4195
3048	5560
7337	8006
261	4920
740	3880
9688	2699
5266	1301
3430	3445
6907	8119
437	3259
4282	1100
4422	518
7130	6036
2567	9217
2545	8614
2723	1308
3687	3507
8325	2739
5759	996
5082	8464
3958	5178
965	1243
4786	1549
3764	7161
8703	9690
8854	7997
5040	9116
1766	2873
7256	7266
1224	5533
2649	4409
233	7724
9121	2866
9271	1787
5291	6622
1060	1418
3259	2327
8164	4307
8885	9206
4200	6806
6602	2467
7558	4927
9996	986
2380	6281
9362	4129
9735	4739
972	4564
6814	7084
1656	2170
7313	3481
9243	3531
3845	7453
6490	5923
3038	3553
4413	9507
7872	1242
3567	470
9359	2754
6604	1184
5983	2419
6137	3515
8521	9437
1852	9509
872	1478
4534	252
8696	6742
4597	6113
618	2960
2666	26
5511	8003
1900	1620
430	1049
1739	6151
8879	6862
5567	6078
7944	5004
8638	6044
3584	8786
4313	6297
8749	7741
7218	777
3306	8979
2421	7854
3147	633
3916	8248
6653	2323
1	2060
5056	1312
7356	6853
6439	3059
6176	2882
6512	1074
3197	5026
3938	3339
5293	3183
1524	2919
9187	4338
304	5770
3831	6599
7233	847
8754	5705
2449	9621
271	8560
439	2639
2979	5761
7756	5250
8845	4489
62	9040
2901	2501
4216	408
7169	5416
5720	3815
6992	853
6943	1347
8423	6291
3386	2755
4634	824
4478	4581
7921	3469
8281	1646
8428	1091
381	1604
2018	9542
1326	4686
7419	3720
8488	7430
784	7879
8358	8505
6754	8954
6879	2374
4842	412
3495	3497
8261	6271
8373	4100
7101	3282
8913	2097
5082	108
7087	8940
1008	4624
2847	3724
1562	5010
2653	8152
7390	452
8198	1609
3819	8328
5564	6636
1997	3261
8938	364
1985	4102
1846	6846
7063	5544
5918	8084
8250	1160
2130	6820
7586	3095
6259	8363
2966	6435
5508	163
3862	8254
4443	6630
2137	7169
709	8378
8438	7358
7084	4382
8489	7751
400	1830
587	4162
3760	9574
6889	9766
9741	752
8271	3767
297	6573
9722	680
6094	4619
6743	2155
5489	1108
5332	2613
3550	9136
2603	1193
3965	4860
4933	6674
838	4954
6274	1623
7235	5819
5567	3605
6080	5877
491	3396
3287	5389
3208	6882
8723	7725
1163	6916
5783	2261
9917	2776
2429	5858
5499	7280
7145	9420
8271	5259
3069	2831
4269	9300
9950	3846
7667	9635
7772	7499
6942	176
8255	6664
6404	8579
7385	4758
7312	6245
346	7030
5436	6379
4949	6465
439	5797
5349	9927
3332	8294
9393	8848
8801	9858
8436	2024
2393	9377
8771	9348
8939	6232
3331	7935
6907	4696
116	9425
1365	5509
3304	3509
8029	2985
2758	7178
4205	8148
402	512
5304	2002
5464	4449
8107	1331
9160	1415
5569	5813
3093	3297
4988	3646
9928	101
1984	1036
2792	7668
4275	6273
7	6701
9509	7235
7936	8034
9615	5103
5238	5978
9242	5675
784	9942
4153	1807
3281	4921
3848	3792
9331	5849
78	6377
5756	2257
5623	183
2527	8747
7540	3156
3495	4515
6271	8302
5116	8348
4707	8394
6401	7693
752	961
8028	307
5020	7605
9659	4242
3445	3372
4517	4306
4044	1061
1455	2595
5146	1557
3249	414
2024	4268
5941	3735
9735	957
3692	5247
1208	5450
8306	4448
2702	8588
2134	3616
7096	8236
8338	7679
7155	1403
1251	7792
9790	5635
6290	3740
8975	8330
6151	2801
9652	1478
3518	4106
7878	7875
5622	1666
6978	8503
601	863
734	5877
2224	5190
3294	4272
8970	5842
7675	3058
7479	9334
745	6707
1750	9500
9531	244
9883	490
1240	5707
4335	961
3798	9580
2	2235
7600	9947
9744	7161
1717	9376
807	1565
8532	6177
5879	2300
579	9656
8178	9670
9392	7260
1804	3486
1744	5302
4328	393
8899	6060
6850	5037
9299	4792
5115	5595
9263	641
2082	5285
5401	9452
4151	4776
6005	987
5823	3464
2956	5757
8188	522
7268	237
3965	8618
1126	3243
487	1529
8006	3790
6464	6969
8308	4944
7714	1680
4131	8100
3682	848
1609	2138
8597	7775
941	8169
7157	9129
4927	2405
3264	5418
9475	8429
7759	39
4821	1657
9339	5706
5966	7259
9364	5701
2370	4539
4373	8795
6239	4585
9854	2660
9568	3551
7173	6230
6611	5021
2817	1883
9025	3189
7571	3622
7342	1397
4470	2602
9826	8323
4956	2094
7397	8161
79	8326
6793	4106
4995	830
7698	4687
4726	6275
4614	4163
349	7773
2111	3906
7333	3393
1402	5420
4847	2858
7613	6286
295	3562
8695	4263
3832	8025
1822	4010
2525	7841
5864	7993
3784	8791
8036	7854
5788	9696
1375	8681
255	1843
6891	2779
8392	3021
6129	4608
7075	6787
1050	4812
3448	1126
9180	4734
9377	2033
4248	7605
6726	2303
5263	2561
3756	5727
8424	1688
8248	3851
949	468
4367	5954
2000	5293
5232	9631
7886	9748
1435	2035
3400	545
7888	7776
5775	6757
584	3927
1587	1041
2819	5652
1	3733
2439	3092
2014	4983
8659	1342
27	1573
5487	8990
9063	9751
5948	3244
6097	8536
6112	7401
4925	8964
7080	3955
2163	3351
7869	6428
1718	8563
5534	8243
984	1505
7819	9487
5728	8279
96	1394
1907	5626
5171	2984
5271	3652
3207	187
2612	9264
6552	2860
2039	5107
6464	8888
9286	4807
8828	7523
3966	3070
2925	2615
7340	925
1389	6466
5152	9996
402	5992
1090	2740
5605	1020
2630	6757
9033	791
7332	7079
6939	4839
6335	9669
6708	2422
3930	4501
3337	6626
1180	6009
1270	3220
2189	3397
6450	8519
6010	5124
4121	6464
8492	2424
7804	6323
8509	8605
3655	2112
6252	121
150	4867
2373	6568
4601	5251
6167	111
3009	4077
5011	6271
6285	624
3233	8475
613	4802
5062	2643
9640	3267
5584	1097
3752	6580
3990	1674
7245	2931
7978	7423
3192	6341
8179	7544
7698	6388
3592	5661
4712	8272
1031	3123
3817	1320
2342	8995
9104	2648
3227	6938
3830	7897
4195	4201
2526	6392
2757	2593
6154	7249
6901	8986
8512	9631
3702	4835
2667	3831
1174	5590
9769	5185
1383	1440
5737	8630
7526	6513
3969	6668
2455	6290
17	7596
624	3331
3213	8642
2995	6383
7038	755
8895	4580
4268	9667
9810	3070
8805	811
662	6573
801	8635
3127	7600
9732	5135
472	8226
9399	8491
1875	1836
9499	3870
7126	4416
7626	4109
2953	8789
1896	7440
1130	3444
7893	8573
3210	7545
3924	5609
2478	8531
133	5230
1093	4680
627	5067
7689	6757
2652	8659
3283	5925
4468	2648
4929	3910
2540	4309
1003	2750
4145	1729
2757	238
5494	6672
1072	6135
8228	5678
1263	4409
3853	8884
8331	6914
2169	6776
9825	5398
9049	7704
1619	4813
8579	6181
2853	5528
7680	5725
446	6473
4480	8402
3981	7837
5081	6089
668	8893
9731	7505
7081	6064
391	8229
7101	7194
8695	75
3946	3327
491	7337
5669	1924
4415	5968
9521	1921
2392	9457
5755	3598
7876	3390
1053	3274
9134	4858
5797	7305
7983	1725
4813	3082
4416	7692
4398	6435
5091	7172
4136	9663
2813	7883
723	2561
4718	2975
9657	5863
6400	7880
2623	1876
240	6567
3274	3564
8276	7256
8273	9857
5241	6337
7916	6890
1167	3197
7688	42
8246	3833
1528	6305
9800	1253
3052	5775
190	332
798	8701
1196	5212
2246	9273
3243	7968
4089	109
4674	1563
1509	3701
9890	3439
3183	9008
3242	3939
340	7851
6243	951
8044	9937
9670	1238
973	177
2372	8353
9214	9855
9080	5088
5381	7878
3538	8008
2561	3778
858	872
2421	4194
9699	9179
2050	7056
1356	7190
3133	1746
2491	2281
8795	7558
6087	7060
2961	2836
8122	9687
8095	2097
4636	9536
7106	1400
9029	5864
3239	7512
3496	6721
894	7857
5016	2707
4128	1107
4271	7117
1122	8500
1992	1473
4597	7737
3431	4764
4399	9588
880	7374
5423	1100
7208	5359
4319	1766
8121	75
5724	7775
4108	6648
2002	2791
1647	4154
4702	7000
4527	8152
8607	9160
3087	1666
7950	8683
9292	5491
8238	4539
1128	4877
2565	4599
9577	553
9398	2612
8253	2018
1797	4763
1692	8516
7308	6139
8244	963
2789	9085
9138	8614
3551	2839
9602	3876
4783	1820
2044	8054
365	8248
7125	9778
5351	8558
6867	2523
2914	9476
8295	821
6872	9071
6830	3439
4045	198
5096	9907
5620	3161
5980	8217
9445	2445
7400	2029
3885	4316
1703	7440
9723	2282
9075	5186
7622	5612
2136	5285
6339	6534
1877	2177
4030	3731
49	4994
9953	4122
8305	403
2034	9031
5345	2431
3561	2694
4271	5843
7526	913
984	3856
6532	8017
1454	3040
5226	3937
8027	3698
5514	5606
9856	891
1543	252
3753	4132
6517	8182
705	1009
279	5493
5679	3286
9465	7602
2245	2043
2861	9607
2199	954
1210	6849
5177	5799
1207	9309
6414	9713
6443	1578
249	7412
